0.059052814	-0.07509344	0.029663514	-0.071552515	-0.046959784	0.08833538	0.116839424	-0.024630114
-0.10238417	-0.23383564	0.2526863	-0.2469264	-0.23493174	0.21431865	0.24873024	-0.25393358
0.5196432	0.56091857	-0.6307889	0.5756504	0.50210154	-0.6014175	-0.6423916	0.5277475
-0.9847993	-1.1015813	1.1698279	-1.0659913	-1.0707957	1.0879005	1.1104646	-1.1186135
-1.2917012	-1.4797856	1.4680861	-1.4157	-1.4370754	1.4859818	1.5172328	-1.4886959
0.0667107	0.043579612	-0.10991488	0.058311045	0.063747436	-0.06113503	-0.058694072	0.06617384
-0.029791538	-0.019070834	0.039888155	-0.07680011	-0.0928611	0.04298899	0.063799545	-0.008309542
-0.06882174	-0.092715845	0.106336236	-0.0996325	-0.10532815	0.065020405	0.11853825	-0.093820736
-0.07950288	-0.058364674	0.109896086	-0.08515194	-0.113094896	0.0353557	0.02445705	-0.0118041895
-2.9449482	-3.0933008	3.185343	-3.095127	-3.0957403	3.1531122	3.129459	-3.108108
-0.5886946	-0.58800906	0.62405413	-0.6591804	-0.67570204	0.69789445	0.67759776	-0.6547792
0.941435	1.0263833	-0.9746187	1.0158523	0.9908743	-1.0156555	-1.009007	1.0251461
2.4115536	2.532896	-2.5013678	2.422561	2.5043097	-2.4587505	-2.509792	2.4419725
-0.2618799	-0.26353353	0.26691413	-0.30718076	-0.2680387	0.25867677	0.2815753	-0.29150206
0.23202705	0.17130497	-0.21202648	0.24849752	0.21765378	-0.2596382	-0.20473208	0.18120079
0.13468546	0.14098647	-0.10123111	0.08799127	0.12493273	-0.1331147	-0.14856654	0.116373725
0.19911633	0.19188625	-0.18357603	0.20961219	0.21899348	-0.20540302	-0.22781841	0.19364597
-0.39797693	-0.5164342	0.46939963	-0.49895957	-0.44399127	0.5459406	0.46482173	-0.46344173
1.4559762	1.5626961	-1.5728097	1.534025	1.5528921	-1.60864	-1.6003971	1.5737114
0.13553362	0.1350462	-0.12476826	0.1512571	0.17837039	-0.123375066	-0.14215189	0.15087049
0.06471291	0.1186534	-0.07118333	0.13687144	0.08252866	-0.13083029	-0.12797128	0.08351184
-0.20434913	-0.21372479	0.29113427	-0.27603135	-0.22118337	0.2571466	0.27912265	-0.21773708
-0.18353817	-0.14380087	0.1910798	-0.1395273	-0.21580748	0.21321417	0.1314242	-0.1903461
-0.4611563	-0.5012533	0.44099754	-0.4305891	-0.44681877	0.5168947	0.4978443	-0.42556506
-0.02066351	0.022185083	-0.04733053	0.01691558	-0.04605826	0.026222454	0.018250553	0.03266477
-0.030582083	-0.07222069	0.05741912	-0.0071257562	-0.0780738	-0.007207699	0.055458996	-0.03331009
-0.2523365	-0.22139637	0.30072594	-0.24712394	-0.2947241	0.28670537	0.28314006	-0.25940847
0.28510377	0.36336625	-0.37347293	0.38286775	0.35850817	-0.4062595	-0.3498531	0.3542589
0.5575523	0.61021954	-0.63418496	0.54091376	0.5613342	-0.61821187	-0.61369693	0.537918
0.48059568	0.47613448	-0.55011857	0.49897206	0.46409145	-0.5103302	-0.5732472	0.46862814
-0.34127647	-0.36835536	0.39837304	-0.3757494	-0.4131046	0.34032452	0.31184253	-0.33762848
0.43231004	0.51442045	-0.4696216	0.49101886	0.45311877	-0.47956577	-0.4799885	0.50859755
0.36061412	0.4059123	-0.35269943	0.33044374	0.3946889	-0.3787468	-0.37275362	0.40581736
0.04993375	-0.026359256	-0.011147398	-0.013727004	-0.05121168	-0.016620561	0.048944116	0.0365845
-0.5090387	-0.526071	0.59860015	-0.49980742	-0.5609513	0.5498662	0.50986004	-0.5717024
-0.48515818	-0.5040615	0.49353158	-0.53781116	-0.57110035	0.5034875	0.57637465	-0.56155556
-1.0840367	-1.178022	1.2746197	-1.2125808	-1.1582147	1.2151197	1.2145327	-1.2071451
-0.24363618	-0.27438924	0.24719942	-0.2272818	-0.24360509	0.26104388	0.23463407	-0.24771447
0.01999488	0.047175743	-0.04509325	0.015388266	0.03902169	-0.021118995	-0.049224734	0.07911705
0.61602676	0.6908741	-0.6489712	0.61003953	0.60065186	-0.68494374	-0.63857335	0.68708265
0.6225663	0.6473513	-0.6382272	0.5784392	0.5833678	-0.6397472	-0.6574601	0.5916691
0.344455	0.31614614	-0.32885677	0.39653924	0.36130443	-0.3173627	-0.36179984	0.32511565
0.2839466	0.316906	-0.3422938	0.31649116	0.3239571	-0.28349376	-0.37303752	0.33211994
-0.7112354	-0.8038722	0.7642775	-0.73403347	-0.7516226	0.7554381	0.85112643	-0.78233457
0.07367218	0.009041111	-0.029230222	-0.01881106	0.016128298	-0.016217252	0.005218595	0.0014638356
-0.024787534	-0.030959032	-0.049364243	0.049113575	0.05722693	-0.05781579	-0.008894721	0.0206787
0.6638811	0.6020869	-0.67461395	0.6752162	0.65506965	-0.5989516	-0.60773385	0.6609846
0.08912756	0.035151012	-0.028358784	0.04755364	0.06936396	-0.060746603	-0.07936926	0.005947945
-0.51944196	-0.57987267	0.5927353	-0.5882172	-0.57524604	0.563381	0.6204064	-0.59606653
0.169587	0.20361911	-0.22568642	0.18414801	0.17383988	-0.20574872	-0.17648245	0.19373262
0.68247855	0.7706737	-0.7715704	0.7389035	0.71139437	-0.71717876	-0.8045328	0.71610737
-2.222263	-2.3346484	2.3058968	-2.247946	-2.3035054	2.2920427	2.3552067	-2.2954688
-0.061375514	-0.16329597	0.18589301	-0.14311092	-0.1221372	0.115324125	0.150618	-0.11219646
0.2797847	0.316852	-0.33872196	0.28285083	0.2932246	-0.2920687	-0.34462944	0.28877154
-0.5691541	-0.7115411	0.66476756	-0.6792468	-0.6507803	0.70035803	0.7150852	-0.655369
1.0698447	1.0693434	-1.0895511	1.1058469	1.118073	-1.1364533	-1.109248	1.1373408
